"category","Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"vocab","October 2025/生词","叹气","tàn qì","sigh；to sigh；to heave a sigh","sigh；to sigh；to heave a sigh","名","他叹气道","中性","叹了一口气 tàn le yī kǒu qì heave a sigh 他叹气道：“这一次出门真倒霉！","Tā tànqì dào ： “zhè yī cì chūmén zhēn dǎoméi!","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","吃香","chīxiāng","popular；in demand；well regarded","popular；in demand；well regarded","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","各种","gèzhǒng","形容every kind of；形容all kinds of；形容various","every kind of；all kinds of；various","形","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","合族","hézú","all the members of a clan；the whole clan","all the members of a clan；the whole clan","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","吉祥物","jíxiángwù","mascot","mascot","名","","中性","北京奥运会吉祥物是五个可爱的福娃。","Běijīng Àoyùnhuì jíxiángwù shì wǔ ge kě'ài de fú wá.","","",""
"vocab","December 2025/生词","名词","míngcí","substantive；nominal；term；phrase；name","substantive；nominal；term；phrase；name","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","名贵","míngguì","形容famous and valuable；形容rare；名贵","famous and valuable；rare；precious","形","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","后者","hòuzhě","N. the latter","N. the latter","名","","中性","","","","",""
"vocab","December 2025/生词","吓唬","xiàhu","threaten；frighten；intimidate N. intimidation","threaten；frighten；intimidate N. intimidation","名","他在吓唬你","中性","别理他。","Tā zài xiàhu nǐ.","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","吞","tūn","swallow；take","to swallow；to take","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","October 2025/生词","否定","fǒudìng","negate；deny；reject；答案","to negate；to deny；to reject；negative (answer)；negation","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","September 2025/生词","吧嗒","bāda","smack one's lips (in surprise, alarm, etc.) tā bāda le yīxià zuǐ, yī shēng yě bù yányǔ；dialect pull at (a pipe, etc.)；(onom.) patter, splatter, click；to smack one's lips","smack one's lips (in surprise, alarm, etc.) tā bāda le yīxià zuǐ, yī shēng yě bù yányǔ；dialect pull at (a pipe, etc.)；(onom.) patter, splatter, click；to smack one's lips；to pull (on a pipe)","名","他吧嗒了一下嘴","中性","他吧嗒了一下嘴, 一声也不言语。","He smacked his lips but did not utter a word.","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","含义","hányì","meaning；meaning (implicit in a phrase)；implied meaning；hidden meaning","meaning；meaning (implicit in a phrase)；implied meaning；hidden meaning；hint；connotation","名","这句话含义深刻；含义","中性","这句话含义深刻。","Zhè jù huà hányì shēnkè.","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","含有","hányǒu","V. contain；to contain；including","V. contain；to contain；including","名","啤酒中含有酒精","中性","啤酒中含有酒精。","Píjiǔ zhōng hányǒu jiǔjīng.","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","启发","qǐfā","enlighten；explain (a text etc)；stimulate (a mental attitude)；enlightenment","to enlighten；to explain (a text etc)；to stimulate (a mental attitude)；enlightenment；revelation；motivation","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","November 2025/生词","吹牛","chuī niú","boast；brag；talk big；dialect chat；talk casually","boast；brag；talk big；dialect chat；talk casually","名","吹牛大王；吹牛拍马；他就爱吹牛","中性","吹牛大王 chuī niú dà wáng braggart; blowhard 吹牛拍马 chuīniúpāimǎ boast and flatter 他就爱吹牛。","Tā jiù ài chuīniú.","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","吻","wěn","V. kiss N. animal's mouth；muzzle B.F. lips in jiēwěn；kiss；亲吻","V. kiss N. animal's mouth；muzzle B.F. lips in jiēwěn；kiss；to kiss；mouth","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","告人","gào rén","請人幫忙。 《醒世恆言．卷三三．十五貫戲言成巧禍》 道不得個上山擒虎易, 開口告人難。","請人幫忙。 《醒世恆言．卷三三．十五貫戲言成巧禍》 道不得個上山擒虎易, 開口告人難。","名","開口告人難","中性","請人幫忙。","","","",""
"vocab","December 2025/生词；January 2026","呗","bei","语气词，表示理所当然或勉强同意。；语气词，表示理所当然或勉强同意。","M.P. (indicating obviousness or grudging agreement)；M.P. (indicating obviousness or grudging agreement)","名","","中性","","","语气词，表示理所当然或勉强同意。","",""
"vocab","December 2025/生词；January 2026","周旋","zhōuxuán","socialize；deal with；circle around；spiral；to mix with others；socialize；deal with；circle around；spiral；to mix with others","socialize；deal with；circle around；spiral；to mix with others；to socialize；to deal with；to contend；socialize；deal with；circle around；spiral；to mix with others；to socialize；to deal with；to contend","名","","中性","他学会了和各种人周旋。","Tā xuéhuìle hé gèzhǒng rén zhōuxuán.","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","命运","mìngyùn","fate；destiny","fate；destiny","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","和好","héhǎo","become reconciled","to become reconciled","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","December 2025/生词","咬啮","yǎoniè","literary gnaw","literary gnaw","名","","中性","恐惧和焦虑正咬啮着她的心。","Kǒngjù hé jiāolǜ zhèng yǎoniè zhe tā de xīn.","","",""
"vocab","October 2025/生词","咳嗽","késou","cough；to cough；CL:陣|阵[zhen4]","cough；to cough；CL:陣|阵","名","忍住咳嗽；感冒了就容易咳嗽","中性","忍住咳嗽 rěnzhù késou keep under a cough 感冒了就容易咳嗽。","Gǎnmào le jiù róngyì késou.","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","哀伤","āishāng","S.V. grieved；sad；distressed","S.V. grieved；sad；distressed","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","品种","pǐnzhǒng","breed；品种；CL:個|个","breed；variety；CL:個|个","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","响指","xiǎngzhǐ","finger snap","finger snap","名","","中性","","","","",""
"vocab","November 2025/生词","哑","yǎ","V. mute；dumb S.V. hoarse B.F. dud in yǎpào","V. mute；dumb S.V. hoarse B.F. dud in yǎpào","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","哭泣","kūqì","weep","to weep","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","October 2025/生词","唏","xī","sound of sobbing","sound of sobbing","名","","中性","","","","",""
"vocab","December 2025/生词","唐代","tángdài","N. Tang dynasty (A.D. 618-907)","N. Tang dynasty (A.D. 618-907)","名","","中性","","Tang dynasty (A.","","",""
"vocab","December 2025/生词","唤","huàn","动词，呼叫；召唤。","to call","动","","中性","","","动词，呼叫；召唤。","",""
"vocab","November 2025/生词；December 2025/生词","唯一","wéiyī","only；sole 唯一出路 wéiyī chūlù the only way out 唯一继承人 wéiyī jìchéngrén the sole heir 唯一可行的办法 wéiyī kěxíng de bànfǎ the only feasible way；only；sole 唯一出路 wéiyī chūlù the only way out 唯一继承人 wéiyī jìchéngrén the sole heir 唯一可行的办法 wéiyī kěxíng de bànfǎ the only feasible way","only；sole 唯一出路 wéiyī chūlù the only way out 唯一继承人 wéiyī jìchéngrén the sole heir 唯一可行的办法 wéiyī kěxíng de bànfǎ the only feasible way；only；sole 唯一出路 wéiyī chūlù the only way out 唯一继承人 wéiyī jìchéngrén the sole heir 唯一可行的办法 wéiyī kěxíng de bànfǎ the only feasible way","名","唯一出路；唯一继承人；唯一可行的办法；唯一出路；唯一继承人；唯一可行的办法","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","商业","shāngyè","business；trade；commerce","business；trade；commerce","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","啰嗦","luōsuo","talkative；long-winded；wordy tā shuōhuà tài luōsuo. or；fussy；overelaborate；troublesome","talkative；long-winded；wordy tā shuōhuà tài luōsuo. or；fussy；overelaborate；troublesome","名","","中性","他说话太啰唆。","He’s far too long-winded.","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","善于","shànyú","P. be good at","P. be good at","名","","中性","这学生善于掌握时间。","Zhè xuésheng shànyú zhǎngwò shíjiān.","","",""
"vocab","October 2025/生词","喘气","chuǎnqì","breathe deeply；to pant；to gasp；take a breather；to catch one's breath","to breathe deeply；to pant；to gasp；to take a breather；to catch one's breath","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","October 2025/生词","喜事","xǐshì","happy occasion；wedding","happy occasion；wedding","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","喜剧","xǐjù","comedy；a comedy；CL:部[bu4],齣|出[chu1]","comedy；a comedy；CL:部 ,齣|出","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","嗅到","xiùdào","R.V. smell","R.V. smell","名","","中性","","","","",""
"vocab","September 2025/生词","嘲笑","cháoxiào","jeer at；deride；ridicule；mockery","to jeer at；to deride；to ridicule；mockery；derision","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","October 2025/生词","嘴唇","zuǐchún","general name for lip 上嘴唇 shàngzuǐchún the upper lip 下嘴唇 xiàzuǐchún the lower lip 咬着嘴唇 yǎo zhe zuǐchún bite one’s lips；lip；CL:片[pian4]","general name for lip 上嘴唇 shàngzuǐchún the upper lip 下嘴唇 xiàzuǐchún the lower lip 咬着嘴唇 yǎo zhe zuǐchún bite one’s lips；lip；CL:片","名","上嘴唇；下嘴唇；咬着嘴唇","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","嘴快","zuǐ kuài","have a loose tongue","have a loose tongue","名","","中性","她这人嘴很快, 跟谁都会说。","Tā zhè rén zuǐ hěn kuài, gēn shuí dūhuì shuō.","","",""
"vocab","December 2025/生词","嘹亮","liáoliàng","P. resonant；loud and clear；resonant","P. resonant；loud and clear；resonant","名","歌声嘹亮","中性","歌声嘹亮。","Gēshēng liáoliàng.","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","噗嗤","pūchī","onomatopoeia sound of snorting or popping 扑哧一笑 Pūchīyīxiào snort with laughter","onomatopoeia sound of snorting or popping 扑哧一笑 Pūchīyīxiào snort with laughter","名","","中性","扑哧一笑 Pūchīyīxiào snort with laughter; chuckle 扑哧一声, 瓶子打开了。","Pūchīyīxiào snort with laughter; chuckle 扑哧一声, 瓶子打开了。 Pūchī yī shēng, píngzi dǎkāi le.","","",""
"vocab","September 2025/生词","噘","juē","revive sb. with massage, etc；to pout；(dialect) to scold","revive sb. with massage, etc；to pout；(dialect) to scold","名","噘嘴","中性","","","一词多义，结合上下文判断具体义项。","","limited to use in 噘嘴 “pout (one'slips)”"
"vocab","December 2025/生词","器官","qìguān","N. organ","N. organ","名","器官移植是可行的","中性","器官移植是可行的。","Qìguān yízhí shì kěxíng de.","","",""
"vocab","November 2025/生词","噪音","zàoyīn","discordant (opp. 乐音)；dated；din；rumble；noise","discordant (opp. 乐音)；dated；din；rumble；noise；static (in a signal)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","回归","huíguī","regress；return；draw/fall back；retreat；revert","regress；return；draw/fall back；retreat；revert；recur N；regression；reversion","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","回锅肉","huíguōròu","N. twice-cooked pork","N. twice-cooked pork","名","","中性","","","","",""
"vocab","December 2025/生词","困境","kùnjìng","N. difficult position；predicament","N. difficult position；predicament","名","你要努力走出困境","中性","你要努力走出困境。","Nǐ yào nǔlì zǒuchū kùnjìng.","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词；December 2025/生词","困惑","kùnhuò","bewildered；perplexed；confused；difficult problem；bewildered；perplexed；confused；difficult problem","bewildered；perplexed；confused；difficult problem；perplexity；bewildered；perplexed；confused；difficult problem；perplexity","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","困扰","kùnrǎo","perplex；disturb；cause complications","to perplex；to disturb；to cause complications","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","September 2025/生词","围住","wéizhù","surround；gird","to surround；to gird","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","November 2025/生词","围巾","wéijīn","muffler；scarf；shawl；CL:條|条[tiao2]","muffler；scarf；shawl；CL:條|条","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","围拢","wéilǒng","V. crowd around","V. crowd around","名","","中性","","","","",""
"vocab","September 2025/生词；October 2025/生词","固定","gùdìng","fixed；regularize 把灯座固定在车床上 Bǎ dēngzuò gùdìng zài chē chuáng shàng fix the lampstand on the lathe 把业务学习时间固定下来 bǎ yèwù xuéxí shíjiān gùdìng xiàlai set a regular time for vocational study；to fix；to fasten；fixed；regularize 把灯座固定在车床上 Bǎ dēngzuò gùdìng zài chē chuáng shàng fix the lampstand on the lathe 把业务学习时间固定下来 bǎ yèwù xuéxí shíjiān gùdìng xiàlai set a regular time for vocational study；to fix；to fasten","fixed；regularize 把灯座固定在车床上 Bǎ dēngzuò gùdìng zài chē chuáng shàng fix the lampstand on the lathe 把业务学习时间固定下来 bǎ yèwù xuéxí shíjiān gùdìng xiàlai set a regular time for vocational study；to fix；to fasten；to set rigidly in place；set；regular；fixed；regularize 把灯座固定在车床上 Bǎ dēngzuò gùdìng zài chē chuáng shàng fix the lampstand on the lathe 把业务学习时间固定下来 bǎ yèwù xuéxí shíjiān gùdìng xiàlai set a regular time for vocational study；to fix；to fasten；to set rigidly in place；set；regular","名","固定节目；固定职业；固定节目；固定职业","中性","固定节目 gùdìng jiémù regular (or scheduled) programme 固定职业 Gùdìng zhíyè permanent occupation 不要用固定眼光看问题。","Gùdìng zhíyè permanent occupation 不要用固定眼光看问题。 Bù yào yòng gùdìng yǎnguāng kàn wèntí.","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词；January 2026","固执","gùzhi","obstinate；stubborn；to fixate on；to cling to；obstinate；stubborn；to fixate on；to cling to","obstinate；stubborn；to fixate on；to cling to；obstinate；stubborn；to fixate on；to cling to","名","她很固执；她很固执","中性","她很固执, 不会改变主意的。","Tā hěn gùzhi, bù huì gǎibiàn zhǔyi de.","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","国际化","guójìhuà","internationalize；internationalization","to internationalize；internationalization","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","October 2025/生词","图","tú","diagram；picture；drawing；chart","diagram；picture；drawing；chart；map；CL:張|张；to plan；to scheme；to attempt；to pursue；to seek","名","","中性","","","一词多义，结合上下文判断具体义项。","","张"
"vocab","January 2026","土著","tǔzhù","aboriginal","aboriginal","名","","中性","","","","",""
"vocab","October 2025/生词","圣","shèng","智慧；(bound form) peerless individual；paragon (sage, saint, emperor, master of a skill etc)；(bound form) holy；sacred","(bound form) peerless (in wisdom, moral virtue, skill etc)；(bound form) peerless individual；paragon (sage, saint, emperor, master of a skill etc)；(bound form) holy；sacred","名","","褒义","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","在场","zàichǎng","ADJT on the scene","ADJT on the scene","名","","中性","","","","",""
"vocab","November 2025/生词","在行","zàiháng","be adept/expert (in a trade/profession) ²；to be adept at sth；to be an expert in a trade or profession","be adept/expert (in a trade/profession) ²；to be adept at sth；to be an expert in a trade or profession","名","她织毛衣特别在行","中性","她织毛衣特别在行。","Tā ⁶zhī máoyī tèbié zàiháng.","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","地毯","dìtǎn","地毯；小地毯","carpet；rug","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词；January 2026","地狱","dìyù","地狱；underworld；(Buddhism) Naraka；(coll.) (of humor, jokes, content etc) extremely dark or morally transgressive；地狱；underworld；(Buddhism) Naraka；(coll.) (of humor, jokes, content etc) extremely dark or morally transgressive","hell；underworld；(Buddhism) Naraka；(coll.) (of humor, jokes, content etc) extremely dark or morally transgressive；hell；underworld；(Buddhism) Naraka；(coll.) (of humor, jokes, content etc) extremely dark or morally transgressive","名","","口语","","Buddhism) Naraka; (coll.","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","均匀","jūnyún","even；well-distributed；homogeneous；well-proportioned (figure, body etc)","even；well-distributed；homogeneous；well-proportioned (figure, body etc)","名","均匀分布；均匀呼吸；均匀撒播；今年的雨水很均匀","中性","均匀分布 jūnyún fēnbù uniform distribution 均匀呼吸 jūnyún hūxī even breathing 均匀撒播 jūnyún sǎbō even broadcasting of seeds 今年的雨水很均匀。","Jīnnián de yǔshuǐ hěn jūnyún.","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","均衡","jūnhéng","balanced；equal；harmony；equilibrium","balanced；equal；harmony；equilibrium","名","国民经济均衡发展；保持身体的均衡","中性","国民经济均衡发展 guómín jīngjì jūnhéng fāzhǎn balanced (or harmonious) development of the national economy 走钢丝的演员举着一把伞, 保持身体的均衡。","The tightrope walker kept her balance by holding an open umbrella.","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","坐月子","zuòyuèzi","忌讳","to convalesce for a month following childbirth, following a special diet, and observing various taboos to protect the body from exposure to the ""wind""","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","November 2025/生词","块儿","kuàir","dialect place；size 大块儿的土豆 dà kuàir de tǔdòu big potato；colloquial stature；(physical) build zhè nǚrén kuàir tǐng zú","dialect place；size 大块儿的土豆 dà kuàir de tǔdòu big potato；colloquial stature；(physical) build zhè nǚrén kuàir tǐng zú","名","你哪块儿摔疼了；大块儿的土豆；这女人块儿挺足","口语","你哪块儿摔疼了？","Nǐ nǎ kuàir shuāi téng le？ Where were you hurt?","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","坚韧","jiānrèn","形容tough and durable；形容tenacious","tough and durable；tenacious","形","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","坦荡","tǎndàng","(of a road, etc.) broad and level；magnanimous；bighearted 胸怀坦荡 xiōnghuái tǎndàng have largeness of mind；open-hearted and forthright","(of a road, etc.) broad and level；magnanimous；bighearted 胸怀坦荡 xiōnghuái tǎndàng have largeness of mind；open-hearted and forthright","名","胸怀坦荡","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","坦诚","tǎnchéng","S.V. frank and honest 我们坦诚地谈谈, 好吗? Wǒmen tǎnchéng de tántan, hǎo ma? Let's talk frankly, shall we?；candid；frank；plain dealing","S.V. frank and honest 我们坦诚地谈谈, 好吗? Wǒmen tǎnchéng de tántan, hǎo ma? Let's talk frankly, shall we?；candid；frank；plain dealing","名","我们坦诚地谈谈","中性","","Wǒmen tǎnchéng de tántan, hǎo ma?","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","基本","jīběn","essential；basic；fundamental；in the main","essential；basic；fundamental；in the main；on the whole","名","人民是国家的基本；情况基本属实","中性","人民是国家的基本。","Rénmín shì guójiā de jīběn.","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","基础","jīchǔ","base；foundation；basis；basic；fundamental","base；foundation；basis；basic；fundamental","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","堂屋","tángwū","central room (of a one-storey traditional Chinese house consisting of several rooms in a row)；principal rooms (in a courtyard house, usu. facing south)","central room (of a one-storey traditional Chinese house consisting of several rooms in a row)；principal rooms (in a courtyard house, usu. facing south)","名","","中性","","Chinese house consisting of several rooms in a row) 2 principal rooms (in a courtyard house, usu.","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","堆","duī","pile up；heap up；a mass；pile","to pile up；to heap up；a mass；pile；heap；stack；large amount","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","December 2025/生词","堆砌","duīqì","load one's writing with fancy phrases；pile up (to build sth.)；lit. to pile up (bricks)；to pack","load one's writing with fancy phrases；pile up (to build sth.)；lit. to pile up (bricks)；to pack；fig. to pad out (writing with fancy phrases)；ornate rhetoric","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","January 2026","塔克拉马干","tǎkèlāmǎgān","Taklamakan","Taklamakan","名","","中性","","","","",""
"vocab","September 2025/生词","塔罗","tǎluó","(loanword) tarot","(loanword) tarot","名","","中性","","","","",""
"vocab","November 2025/生词","塞满","sāimǎn","fill up；stuff full；to stuff full；to cram in","fill up；stuff full；to stuff full；to cram in；packed tight；chock full","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","境界","jìngjiè","boundary；state；realm","boundary；state；realm","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","墓地","mùdì","cemetery；graveyard","cemetery；graveyard","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","增添","zēngtiān","V. add；increase","V. add；increase","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","处置","chǔzhì","handle；deal with；manage；dispose of 处置失当 chǔzhì shīdàng mismanage；mishandle 妥善地处置各种复杂情况 tuǒshàn de chǔzhì gèzhǒng fùzá qíngkuàng handle complex situations aptly；punish；to handle；to take care of","handle；deal with；manage；dispose of 处置失当 chǔzhì shīdàng mismanage；mishandle 妥善地处置各种复杂情况 tuǒshàn de chǔzhì gèzhǒng fùzá qíngkuàng handle complex situations aptly；punish；to handle；to take care of；to punish","名","处置失当","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","夏日","xiàrì","literary summer sun；summer day","literary summer sun；summer day","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","外向","wàixiàng","psychology extrovert；open to the foreign market","psychology extrovert；open to the foreign market","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词；November 2025/生词","外行","wàiháng","layman；nonprofessional lay；unprofessional；unspecialized 外行话 wàihánghuà lay language；layman；nonprofessional lay；unprofessional；unspecialized 外行话 wàihánghuà lay language","layman；nonprofessional lay；unprofessional；unspecialized 外行话 wàihánghuà lay language；layman；nonprofessional lay；unprofessional；unspecialized 外行话 wàihánghuà lay language","名","外行话；我对股票很外行；种庄稼他可不外行；外行话；我对股票很外行；种庄稼他可不外行","中性","外行话 wàihánghuà lay language; mere dabbler’s opinion 我对股票很外行。","Wǒ duì gǔpiào hěn wàiháng.","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","多嘴","duōzuǐ","O. speak out of turn；shoot off one's mouth；talkative；to speak out of turn","O. speak out of turn；shoot off one's mouth；talkative；to speak out of turn；to blab；to shoot one's mouth off；rumors fly","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","多多","duōduō","many；much；a lot；lots and lots","many；much；a lot；lots and lots；more；even more","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","多肉","duōròu","fleshy；meaty；succulents (abbr. for )","fleshy；meaty；succulents (abbr. for )","名","多肉植物","中性","","","一词多义，结合上下文判断具体义项。","","多肉植物"
"vocab","September 2025/生词","夜猫子","yèmāozi","owl；(fig.) night owl","owl；(fig.) night owl","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","大专","dàzhuān","three-year college；junior college；professional training college","three-year college；junior college；professional training college","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","大作","dàzuò","your work (book, musical composition etc) (honorific)；to erupt；to begin abruptly","your work (book, musical composition etc) (honorific)；to erupt；to begin abruptly","名","","褒义","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","大气","dàqi","形 指气度不凡, 不落俗套 橱窗里的这几套服装很大气。；atmosphere (surrounding the earth)；imposing；impressive；stylish","形 指气度不凡, 不落俗套 橱窗里的这几套服装很大气。；atmosphere (surrounding the earth)；imposing；impressive；stylish","名","","中性","形 指气度不凡, 不落俗套 橱窗里的这几套服装很大气。","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","大锅饭","dàguōfàn","meal cooked in a large pot；communal meal；(fig.) system that rewards everyone equally regardless of merit","meal cooked in a large pot；communal meal；(fig.) system that rewards everyone equally regardless of merit","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","天使","tiānshǐ","angel 小天使 xiǎo tiān shǐ cherub；messenger of the emperor；imperial envoy","angel 小天使 xiǎo tiān shǐ cherub；messenger of the emperor；imperial envoy","名","小天使","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词；January 2026","天堂","tiāntáng","paradise；天堂；paradise；天堂","paradise；heaven；paradise；heaven","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","夫妇","fūfù","a (married) couple；husband and wife；CL:對|对[dui4]","a (married) couple；husband and wife；CL:對|对","名","","中性","","","一词多义，结合上下文判断具体义项。","","对"
"vocab","November 2025/生词","失信","shīxìn","break one's promise","break one's promise","名","如果这次你又失信","中性","如果这次你又失信, 就再也没有人相信你了。","Rúguǒ zhècì nǐ yòu shīxìn, jiù ²zàiyě méiyǒu rén xiāngxìn nǐ le.","","",""
"vocab","December 2025/生词","失恋","shīliàn","lose one's love；break up (in a romantic relationship)；feel jilted","to lose one's love；to break up (in a romantic relationship)；to feel jilted","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","November 2025/生词","失控","shī kòng","get out of control；get out of hand 失控车辆 shīkòng chēliàng runaway car 情绪失控 qíngxù shīkòng lose one’s self-control 物价失控 Wùjià shīkòng runaway increase in prices","get out of control；get out of hand 失控车辆 shīkòng chēliàng runaway car 情绪失控 qíngxù shīkòng lose one’s self-control 物价失控 Wùjià shīkòng runaway increase in prices","名","失控车辆；情绪失控；物价失控","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","失约","shīyuē","药膏","to miss an appointment","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","October 2025/生词","失误","shīwù","lapse；mistake；to make a mistake；fault","lapse；mistake；to make a mistake；fault；service fault (in volleyball, tennis etc)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","失败","shībài","be defeated；lose；fail (e.g. experiments)；failure","to be defeated；to lose；to fail (e.g. experiments)；failure；defeat；CL:次","动","","中性","","","动词用法，注意宾语和常见搭配。","","次"
"vocab","September 2025/生词","失陪","shīpéi","polite expression excuse my absence","polite expression excuse my absence","名","失陪了","中性","对不起, 失陪了。","Duìbuqǐ, shīpéi le.","","",""
"vocab","September 2025/生词","头皮","tóupí","头皮","scalp","名","","中性","","","","",""
"vocab","September 2025/生词","头盔","tóukuī","helmet","helmet","名","","中性","","","","",""
"vocab","September 2025/生词","头颅","tóulú","head See；head；skull","head See；head；skull","名","抛头颅洒热血","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","夹","jiā","press from either side；place in between；sandwich；carry sth under armpit","to press from either side；to place in between；to sandwich；to carry sth under armpit；wedged between；between；to intersperse；to mix；to mingle；clip；folder；Taiwan pr","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","October 2025/生词","奇怪","qíguài","strange；odd；to marvel；to be baffled","strange；odd；to marvel；to be baffled","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
