"Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"PKU Sem1 文学课/生词","摇头","yáotóu","O. shake one's head","O. shake one's head","名","","中性","","","","",""
"PKU Sem1 文学课/生词","摩天大楼","mótiāndàlóu","skyscraper；CL:座[zuo4]","skyscraper；CL:座","名","","中性","","","一词多义，结合上下文判断具体义项。","","座"
"PKU Sem1 文学课/生词","摩天楼","mótiānlóu","skyscraper；CL:座[zuo4]","skyscraper；CL:座","名","","中性","","","一词多义，结合上下文判断具体义项。","","座"
"PKU Sem1 文学课/生词","撅","juē","stick up (as an animal's tail)；coll. break (sth. long and narrow)；snap；attack；to protrude","stick up (as an animal's tail)；coll. break (sth. long and narrow)；snap；attack；to protrude；to stick out；to pout (also written 噘)；to embarrass (people)","名","","口语","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","撒娇","sājiāo","act like a spoiled child；act coquettishly；to act like a spoiled child；to throw a tantrum","act like a spoiled child；act coquettishly；to act like a spoiled child；to throw a tantrum；to act coquettishly","名","","中性","那小女孩儿在妈妈怀里撒娇。","Nà xiạ̌o nǚháir zài māma huái lǐ sājiāo.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","撞击","zhuàngjī","strike；hit；ram","to strike；to hit；to ram","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","撮","cuō","scoop up (with a dustpan or shovel) 撮起一簸箕土 cuō qǐ yī bòji tǔ scoop up a dustpan of dirt；dialect pick up or hold (dust, powder, etc.) between the thumb and the first finger 撮一点儿盐 cuō yīdiǎnr yán take a pinch of salt；literary gather；bring together；colloquial have a big meal wǎnshang dào guǎnzi lǐ qù hǎohāo cuō yī dùn ba","scoop up (with a dustpan or shovel) 撮起一簸箕土 cuō qǐ yī bòji tǔ scoop up a dustpan of dirt；dialect pick up or hold (dust, powder, etc.) between the thumb and the first finger 撮一点儿盐 cuō yīdiǎnr yán take a pinch of salt；literary gather；bring together；colloquial have a big meal wǎnshang dào guǎnzi lǐ qù hǎohāo cuō yī dùn ba；extract；summarize See measure word；a pinch dialect 一撮盐 yī cuō yán a pinch of salt 一撮儿米 yī cuōr mǐ a small pinch of rice b handful (of bad people) 一小撮匪徒 Yīxiǎo cuō fěitú a handful of gangsters；to pick up (a powder etc) with the fingertips；to scoop up；to collect together；to extract；to gather up；classifier: pinch；Taiwan pr","名","撮起一簸箕土；撮一点儿盐；撮要；一撮盐","口语","撮起一簸箕土 cuō qǐ yī bòji tǔ scoop up a dustpan of dirt 2 dialect pick up or hold (dust, powder, etc.) between the thumb and the first finger 撮一点儿盐 cuō yīdiǎnr yán take a pinch of salt 3 literary gather; bring together 4 colloquial have a big meal 晚上到馆子里去好好撮一顿吧。","Let’s go to the restaurant for a big meal.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","操","cāo","grasp；hold；operate；manage","to grasp；to hold；to operate；to manage；to control；to steer；to exercise；to drill (practice)；to play；to speak (a language)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","擎天","qíngtiān","ATTR. sth. that holds up the sky","ATTR. sth. that holds up the sky","名","","中性","","","","",""
"PKU Sem1 文学课/生词","攀登","pāndēng","V. climb；clamber；scale；to climb","V. climb；clamber；scale；to climb；to pull oneself up；to clamber；to scale；fig. to forge ahead in the face of hardships and danger","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","支撑","zhīcheng","prop up；sustain；support；architecture strut；brace；to prop up；to support","prop up；sustain；support；architecture strut；brace；to prop up；to support；strut","名","","中性","病人支撑着坐了起来。","Bìngrén zhīcheng zhe zuò le qǐlai.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","收拢","shōulǒng","draw to oneself；to gather up；to collect；折叠；assemble (a party of persons)；rope in (some people)","to draw to oneself；to gather up；to collect；to fold up (an umbrella, wings etc)；to assemble (a party of persons)；to rope in (some people)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","政策","zhèngcè","N. policy；political tactic","N. policy；political tactic","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","故人","gùrén","old friend；one's former wife/husband","old friend；one's former wife/husband","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","敏锐","mǐnruì","keen；sharp；acute","keen；sharp；acute","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","斑斓","bānlán","gorgeous；brightly colored；multicolored","gorgeous；brightly colored；multicolored","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","斟","zhēn","pour；deliberate","to pour；to deliberate","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","旋律","xuán","melody；tune","melody；tune","名","","中性","这首歌的旋律优美动听。","Zhè ²shǒu gē de xuánlǜ yōuměi dòngtīng.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","无垠","wúyín","P. boundless；boundless；vast","P. boundless；boundless；vast","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","昏迷","hūnmí","N. stupor；to lose consciousness；to be in a coma；stupor","N. stupor；to lose consciousness；to be in a coma；stupor；coma；stunned；disoriented","名","他处于昏迷状态","中性","他处于昏迷状态。","Tā chǔyú hūnmí zhuàngtài.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","显赫","xiǎnhè","S.V. illustrious；celebrated","S.V. illustrious；celebrated","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","晃悠","huàngyou","swing；sway；wobble；hang around","to swing；to sway；to wobble；to hang around；to hover around","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","景致","jǐngzhì","N. view；scenery；scene","N. view；scenery；scene","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","智商","zhìshāng","智力","intelligence quotient (IQ) 智商高 zhìshāng gāo have a high IQ 智商低 zhìshāng dī have a low IQ","名","智商高；智商低","中性","","","","",""
"PKU Sem1 文学课/生词","曲径","qūjìng","winding path","winding path","名","","中性","","","","",""
"PKU Sem1 文学课/生词","更甚","gèng shèn","更加。如：「他的辦事能力比我更甚一籌。」 似 愈甚","更加。如：「他的辦事能力比我更甚一籌。」 似 愈甚","名","","中性","更加。","","","",""
"PKU Sem1 文学课/生词","有分寸","yǒu fēncùn","know how far to go and when to stop；have a sense of propriety See","know how far to go and when to stop；have a sense of propriety See","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","朗","lǎng","clear；bright","clear；bright","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","朗声","lǎngshēng","literary in a clear loud voice 朗声大笑 lǎngshēng dà xiào laugh loudly","literary in a clear loud voice 朗声大笑 lǎngshēng dà xiào laugh loudly","名","朗声大笑","中性","","","","",""
"PKU Sem1 文学课/生词","本色","běnsè","true (or inherent) qualities；distinctive character 劳动人民的本色 Láodòng rénmín de běnsè true qualities of the labouring people；inherent qualities；natural qualities","true (or inherent) qualities；distinctive character 劳动人民的本色 Láodòng rénmín de běnsè true qualities of the labouring people；inherent qualities；natural qualities；distinctive character；true qualities","名","劳动人民的本色","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","朱","zhū","vermilion；bright red (Zhū) a surname mining cinnabar","vermilion；bright red (Zhū) a surname mining cinnabar","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","朴素","pǔsù","(of colour, style, language, etc.) simple；plain；小地毯；simple；unaffected；unadorned 朴素的语言 pǔsù de yǔyán simple language；naive；undeveloped；embryonic 朴素唯物主义 pǔsùwéiwùzhǔyì naive materialism","(of colour, style, language, etc.) simple；plain；(of life style) frugal；thrifty；plain and modest 艰苦朴素 jiānkǔpǔsù hard work and plain living；simple；unaffected；unadorned 朴素的语言 pǔsù de yǔyán simple language；naive；undeveloped；embryonic 朴素唯物主义 pǔsùwéiwùzhǔyì naive materialism","名","衣着朴素；他的诗朴素而真挚；艰苦朴素；朴素的语言","中性","衣着朴素 yīzhuó pǔsù simply dressed 他的诗朴素而真挚。","Tā de shī pǔsù ér zhēnzhì.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","杂念","zániàn","N. distracting thoughts","N. distracting thoughts","名","","中性","","","","",""
"PKU Sem1 文学课/生词","架势","jiàshi","posture；stance","posture；stance","名","看他们的架势","中性","摆出一副海上霸主的架势 bǎi chū yī fù hǎishàng bàzhǔ de jiàshi assume the posture of lord of the seas 看他们的架势, 是来找茬打架的。","They seem to have come only to pick a quarrel with us.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","栅栏","zhàlan","fence","fence","名","","中性","","","","",""
"PKU Sem1 文学课/生词","标志","biāozhì","sign；mark；symbol；logo；to symbolize；to indicate；to mark","sign；mark；symbol；logo；to symbolize；to indicate；to mark","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","根治","gēnzhì","V. effect a radical cure；bring under permanent control 根治黄河 Gēnzhì Huáng Hé bring the Yellow River under permanent control","V. effect a radical cure；bring under permanent control 根治黄河 Gēnzhì Huáng Hé bring the Yellow River under permanent control","名","根治黄河","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","梳","shū","V. comb B.F. comb in ¹shūzi；to comb；(bound form) a comb","V. comb B.F. comb in ¹shūzi；to comb；(bound form) a comb","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","欠","qiàn","owe；lack；be short of；lean forward；raise the upper part of one's body slightly B.F. yawn in hāqian；to owe","owe；lack；be short of；lean forward；raise the upper part of one's body slightly B.F. yawn in hāqian；to owe；to lack；(literary) to be deficient in；(bound form) yawn；to raise slightly (a part of one's body)","名","他欠我钱","中性","他欠我钱。","Tā qiàn wǒ ²qián.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","欲滴","yùdī","(suffix) replete (with moisture)；glistening；plump and tender；lovely","(suffix) replete (with moisture)；glistening；plump and tender；lovely；alluring","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","款款","kuǎnkuǎn","leisurely；sincerely","leisurely；sincerely","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","死板","sǐbǎn","rigid；inflexible","rigid；inflexible","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","殴","ōu","beat up；hit sb","to beat up；to hit sb","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","段落","duànluò","phase；time interval；paragraph；(written) passage","phase；time interval；paragraph；(written) passage","名","","书面","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","每逢","měiféng","every time；on each occasion；whenever","every time；on each occasion；whenever","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","毙命","bìmìng","O. , wr. meet violent death；get killed","O. , wr. meet violent death；get killed","名","","书面","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","水准","shuǐzhǔn","N. level；level (of achievement etc)；standard；level (surveying)","N. level；level (of achievement etc)；standard；level (surveying)","名","","中性","这个地区的生活水准很高。","Zhège dìqū de shēnghuó shuị̌zhǔn hěn gāo.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","江湖气","jiānghúqì","智慧；slipperiness；sleekness","worldly wisdom；slipperiness；sleekness","名","","褒义","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","没出息","méi chūxi","lack good prospects；lack vitality；be feckless；be unpromising INTJ. Shame on you! (to children)","lack good prospects；lack vitality；be feckless；be unpromising INTJ. Shame on you! (to children)","名","","中性","","Shame on you!","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","没救","méijiù","beyond saving；hopeless；incurable","beyond saving；hopeless；incurable","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","没落","mòluò","decline；wane","to decline；to wane","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","沦","lún","B.F. sink into oblivion/ruin/etc；be engulfed in lúnxiàn N. ripples；eddying water","B.F. sink into oblivion/ruin/etc；be engulfed in lúnxiàn N. ripples；eddying water","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","油门","yóumén","accelerator (pedal)；gas pedal；throttle","accelerator (pedal)；gas pedal；throttle","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","泣鬼神","qì guǐshén","O. very moving","O. very moving","名","","中性","","","","",""
"PKU Sem1 文学课/生词","注册","zhù cè","register；computing log in (a computer system)","register；computing log in (a computer system)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","洞察","dòngchá","V. see clearly；have insight into","V. see clearly；have insight into","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","活该","huógāi","(coll.) serve sb right；deservedly；ought；should","(coll.) serve sb right；deservedly；ought；should","名","","口语","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","浸润","jìnrùn","V. soak；infiltrate N. , med. infiltration ADV. gradually；to permeate；to percolate","V. soak；infiltrate N. , med. infiltration ADV. gradually；to permeate；to percolate；fig. to saturate (with emotion)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","混乱","hùnluàn","confused；disorderly","confused；disorderly","名","管理混乱；交通混乱；思想混乱；敌军陷于混乱","中性","管理混乱 Guǎnlǐ hùnluàn bad management 交通混乱 jiāotōng hùnluàn chaotic traffic conditions 思想混乱 Sīxiǎng hùnluàn ideological confusion 敌军陷于混乱。","Guǎnlǐ hùnluàn bad management 交通混乱 jiāotōng hùnluàn chaotic traffic conditions 思想混乱 Sīxiǎng hùnluàn ideological confusion 敌军陷于混乱。 Díjūn xiànyú hùnluàn.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","添","tiān","add；increase；replenish","to add；to increase；to replenish","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","清晰","qīngxī","clear；distinct","clear；distinct","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","清醒","qīngxǐng","become clear-headed；regain consciousness (opp；clear-headed；sober","become clear-headed；regain consciousness (opp；clear-headed；sober；awake","名","保持清醒的头脑；现实使他清醒过来；病人已经清醒过来","中性","保持清醒的头脑 bǎochí qīngxǐng de tóunǎo keep a clear (or cool) head; keep sober-minded 我们对形势要有清醒的估计。","Wǒmen duì xíngshì yào yǒu qīngxǐng de gūjì.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","温馨","wēnxīn","S.V. warm and fragrant；comfort；soft and fragrant；warm","S.V. warm and fragrant；comfort；soft and fragrant；warm","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","湖","hú","lake","lake","名","","中性","","","","",""
"PKU Sem1 文学课/生词","满世界","mǎnshìjiè","everywhere；across the world","everywhere；across the world","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","漂","piào","float；drift","to float；to drift","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","漫","màn","all over the place；everywhere in màntiān；free；unrestrained；casual in sǎnmàn","all over the place；everywhere in màntiān；free；unrestrained；casual in sǎnmàn；to inundate","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","潋滟","liànyàn","shining and calm (of liquids)；billowing；wavy；flooding；overflowing","shining and calm (of liquids)；billowing；wavy；flooding；overflowing","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","潮湿","cháoshī","S.V. moist；damp；moist","S.V. moist；damp；moist","名","这间屋子很潮湿","中性","这间屋子很潮湿。","Zhè jiān wūzi hěn cháoshī.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","瀑布","pùbù","N. waterfall；cataract","N. waterfall；cataract","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","炫耀","xuànyào","V. show off；灿烂","V. show off；brilliant","名","","褒义","他喜欢炫耀他的财富。","Tā xǐhuan xuànyào tā de cáifù.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","焊","hàn","weld；braze；solder","to weld；to braze；to solder","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","焐","wù","warm sth up","to warm sth up","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","焚香","fénxiāng","O. burn incense or joss sticks","O. burn incense or joss sticks","名","","中性","","","","",""
"PKU Sem1 文学课/生词","爱抚","àifǔ","caress；fondle；look after (tenderly)；affectionate care","to caress；to fondle；to look after (tenderly)；affectionate care","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","爹","diē","colloquial father；dad；daddy；pa 爹娘 diē-niáng father and mother","colloquial father；dad；daddy；pa 爹娘 diē-niáng father and mother；mum and dad；ma and pa；parents","名","爹娘","口语","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","爽歪歪","shuǎngwāiwāi","feel great；blissful；be in bliss","to feel great；blissful；to be in bliss","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","牵","qiān","stretch {pain from one region to another}；to lead along；to pull (an animal on a tether)；(bound form) to involve","stretch {pain from one region to another}；to lead along；to pull (an animal on a tether)；(bound form) to involve；to draw in","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","牵挂","qiānguà","worry；I’m free of worries now","worry；I’m free of worries now","名","不要牵挂家中老小；没有什么牵挂了","中性","好好工作, 不要牵挂家中老小。","Hǎohāo gōngzuò, bùyào qiānguà jiāzhōng lǎo-xiǎo.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","狼","láng","wolf；CL:匹[pi3],隻|只[zhi1],條|条[tiao2]","wolf；CL:匹 ,隻|只 ,條|条","名","","中性","","","一词多义，结合上下文判断具体义项。","","匹；只；条"
"PKU Sem1 文学课/生词","猛","měng","fierce；valiant；fearsome；severe ADV. suddenly；abruptly；ferocious","fierce；valiant；fearsome；severe ADV. suddenly；abruptly；ferocious；violent；brave；suddenly；abrupt；(slang) awesome","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","献花","xiànhuā","offer flowers；lay flowers (as a memorial)","to offer flowers；to lay flowers (as a memorial)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","瑟","sè","a type of standing harp, smaller than konghou 箜篌, with 5-25 strings","a type of standing harp, smaller than konghou 箜篌, with 5-25 strings","名","","中性","","","","",""
"PKU Sem1 文学课/生词","男一号","nányīhào","戏剧或影视中的男主角。","male lead actor","名","","中性","","","","",""
"PKU Sem1 文学课/生词","画轴","huàzhóu","N. scroll painting；character scroll；scroll painting","N. scroll painting；character scroll；scroll painting","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","疯","fēng","be mad/insane；spindle (of plants)；insane；mad","be mad/insane；spindle (of plants)；insane；mad；wild","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","疯魔","fēngmó","mad；insane；着迷；to fascinate","mad；insane；to be fascinated；to fascinate","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","瘦损","shòu sǔn","消瘦。 宋．蘇軾〈紅梅〉詩三首之二 細雨裛殘千顆淚, 輕寒瘦損一分肌。 《三國演義．第二九回》 策即引鏡自照, 果見形容十分瘦損, 不覺失驚。","消瘦。 宋．蘇軾〈紅梅〉詩三首之二 細雨裛殘千顆淚, 輕寒瘦損一分肌。 《三國演義．第二九回》 策即引鏡自照, 果見形容十分瘦損, 不覺失驚。","名","","中性","消瘦。","","","",""
"PKU Sem1 文学课/生词","瘫痪","tānhuàn","(medicine) to suffer paralysis；(fig.) to be paralyzed；to break down；to come to a standstill","(medicine) to suffer paralysis；(fig.) to be paralyzed；to break down；to come to a standstill","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","癫","diān","S.V. crazy；mentally deranged；crazy","S.V. crazy；mentally deranged；crazy","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","盘算","pánsuàn","plot；scheme；calculate","to plot；to scheme；to calculate","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","直挺挺","zhítǐngtǐng","straight；stiff；bolt upright 直挺挺地站着 zhítǐngtǐng de zhànzhe stand ramrod straight 直挺挺地坐着 zhítǐngtǐng de zuò zhe sit bolt upright","straight；stiff；bolt upright 直挺挺地站着 zhítǐngtǐng de zhànzhe stand ramrod straight 直挺挺地坐着 zhítǐngtǐng de zuò zhe sit bolt upright","名","直挺挺地站着；直挺挺地坐着","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","相隔","xiānggé","separated by (distance or time etc)","separated by (distance or time etc)","名","","中性","","","","",""
"PKU Sem1 文学课/生词","眉宇","méiyǔ","forehead；appearance；air","forehead；appearance；air","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","眯","mī","narrow one's eyes；squint；(dialect) to take a nap","to narrow one's eyes；to squint；(dialect) to take a nap","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","眼眶","yǎnkuàng","eye socket；orbit；rim of eye","eye socket；orbit；rim of eye","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","眼睑","yǎnjiǎn","N. eyelid","N. eyelid","名","","中性","","","","",""
"PKU Sem1 文学课/生词","睁","zhēng","open (the eyes)","open (the eyes)","名","他睁大眼睛看","中性","他睁大眼睛看。","Tā zhēng dà yǎnjing kàn.","","",""
"PKU Sem1 文学课/生词","瞄","miáo","take aim；(fig.) to aim one's looks at；glance at","to take aim；(fig.) to aim one's looks at；to glance at","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","瞬间","shùnjiān","ADV. in a twinkling","ADV. in a twinkling","名","","中性","","","","",""
"PKU Sem1 文学课/生词","矜持","jīnchí","S.V. restrained；reserved","S.V. restrained；reserved","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","知趣","zhīqù","know how to behave in a delicate situation；sensible；to act tactfully；tactful","know how to behave in a delicate situation；sensible；to act tactfully；tactful；discreet","名","你还是知趣一些；好不知趣","中性","你还是知趣一些, 快走吧。","Nǐ háishi zhīqù yīxiē, kuài zǒu ba.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","知音","zhīyīn","a friend keenly appreciative of one's talents；intimate friend；soul mate","a friend keenly appreciative of one's talents；intimate friend；soul mate","名","知音难觅","中性","知音难觅。","It is difficult to find an understanding friend.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","研","yán","grind；study；research","to grind；study；research","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","破解","pòjiě","break (a bond, constraint etc)；explain；unravel；decipher","to break (a bond, constraint etc)；to explain；to unravel；to decipher；to decode；to crack (software)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","砸","zá","smash；pound；fail；muck up","to smash；to pound；to fail；to muck up；to bungle","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","硕大","shuòdà","literary very large；gigantic；mammoth 一枚硕大的恐龙蛋 yī méi shuòdà de kǒnglóng dàn a huge dinosaurian egg","literary very large；gigantic；mammoth 一枚硕大的恐龙蛋 yī méi shuòdà de kǒnglóng dàn a huge dinosaurian egg","名","一枚硕大的恐龙蛋","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","祖宗","zǔzōng","ancestor；forebear","ancestor；forebear","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","秘籍","mìjí","rare book；cheat code (video games)","rare book；cheat code (video games)","名","","贬义","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","秤","chèng","steel yard","steel yard","名","","中性","","","","",""
"PKU Sem1 文学课/生词","积蓄","jīxù","V. put aside；save 积蓄体力准备比赛 Jīxù tǐlì zhǔnbèi bǐsài build up strength in order to participate in the competition N. savings","V. put aside；save 积蓄体力准备比赛 Jīxù tǐlì zhǔnbèi bǐsài build up strength in order to participate in the competition N. savings","名","积蓄体力准备比赛","中性","","Jīxù tǐlì zhǔnbèi bǐsài build up strength in order to participate in the competition  N.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","窘迫","jiǒngpò","poverty-stricken；hard-pressed；in a predicament；very poor","poverty-stricken；hard-pressed；in a predicament；very poor；embarrassed","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","窟窿","kūlong","hole；pocket；cavity；loophole","hole；pocket；cavity；loophole；debt","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","竣工","jùngōng","complete a project","to complete a project","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","竭力","jiélì","do one's utmost","to do one's utmost","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","端","duān","old；(bound form) tip；end；extremity；(bound form) aspect；facet；(bound form) upright；proper","old；(bound form) tip；end；extremity；(bound form) aspect；facet；(bound form) upright；proper；to hold sth level with both hands；to carry；to eliminate；to wipe out","名","端","中性","","","一词多义，结合上下文判断具体义项。","","端"
"PKU Sem1 文学课/生词","端详","duānxiáng","full details；full particulars","full details；full particulars","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","笑纳","xiàonà","kindly accept (an offering)","to kindly accept (an offering)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","筋","jīn","muscle；coll. tendon；sinew；obtrusive veins；fiber","muscle；coll. tendon；sinew；obtrusive veins；fiber","名","","口语","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","算","suàn","calculate；figure out；include；count in","to calculate；to figure out；to include；to count in；to count；to be valid；to carry weight；to regard as；to consider (to be ...)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","箭","jiàn","arrow；CL:支[zhi1]","arrow；CL:支","名","","中性","","","一词多义，结合上下文判断具体义项。","","支"
"PKU Sem1 文学课/生词","篮筐","lánkuāng","basket","basket","名","","中性","","","","",""
"PKU Sem1 文学课/生词","篱笆","líba","fence (esp. of bamboo or wood railings)","fence (esp. of bamboo or wood railings)","名","","中性","","","","",""
"PKU Sem1 文学课/生词","篾","miè","bamboo splints for baskets","bamboo splints for baskets","名","","中性","","","","",""
